,国名,date,value,types
5274,南アメリカ計,2012-12-01,12374.0,date
5275,ブラジル,2012-12-01,11035.0,date
5276,オセアニア計,2012-12-01,28790.0,date
5277,豪州,2012-12-01,25420.0,date
5278,ニュージーランド,2012-12-01,3126.0,date
5279,無国籍・その他,2012-12-01,52.0,date
5280,総数,2013-01-01,668610.0,date
5281,アジア計,2013-01-01,515836.0,date
5282,韓国,2013-01-01,234456.0,date
5283,中国,2013-01-01,72301.0,date
5284,台湾,2013-01-01,111345.0,date
5285,香港,2013-01-01,31237.0,date
5286,タイ,2013-01-01,16101.0,date
5287,シンガポール,2013-01-01,7109.0,date
5288,マレーシア,2013-01-01,7609.0,date
5289,インドネシア,2013-01-01,6672.0,date
5290,フィリピン,2013-01-01,7501.0,date
5291,ベトナム,2013-01-01,4998.0,date
5292,インド,2013-01-01,6313.0,date
5293,イスラエル,2013-01-01,609.0,date
5294,トルコ,2013-01-01,814.0,date
5295,ヨーロッパ計,2013-01-01,50172.0,date
5296,英国,2013-01-01,11558.0,date
5297,フランス,2013-01-01,8340.0,date
5298,ドイツ,2013-01-01,6720.0,date
5299,イタリア,2013-01-01,3142.0,date
5300,ロシア,2013-01-01,3771.0,date
5301,スペイン,2013-01-01,1670.0,date
5302,スウェーデン,2013-01-01,2384.0,date
5303,オランダ,2013-01-01,1862.0,date
5304,スイス,2013-01-01,1225.0,date
5305,ベルギー,2013-01-01,841.0,date
5306,フィンランド,2013-01-01,1119.0,date
5307,ポーランド,2013-01-01,752.0,date
5308,デンマーク,2013-01-01,829.0,date
5309,ノルウェー,2013-01-01,832.0,date
5310,オーストリア,2013-01-01,740.0,date
5311,ポルトガル,2013-01-01,393.0,date
5312,アイルランド,2013-01-01,818.0,date
5313,アフリカ計,2013-01-01,1739.0,date
5314,北アメリカ計,2013-01-01,63146.0,date
5315,米国,2013-01-01,51261.0,date
5316,カナダ,2013-01-01,10045.0,date
5317,メキシコ,2013-01-01,1234.0,date
5318,南アメリカ計,2013-01-01,2830.0,date
5319,ブラジル,2013-01-01,1418.0,date
5320,オセアニア計,2013-01-01,34856.0,date
5321,豪州,2013-01-01,31669.0,date
5322,ニュージーランド,2013-01-01,3009.0,date
5323,無国籍・その他,2013-01-01,31.0,date
5324,総数,2013-02-01,729460.0,date
5325,アジア計,2013-02-01,591539.0,date
5326,韓国,2013-02-01,234390.0,date
5327,中国,2013-02-01,80903.0,date
5328,台湾,2013-02-01,150273.0,date
5329,香港,2013-02-01,56539.0,date
5330,タイ,2013-02-01,19890.0,date
5331,シンガポール,2013-02-01,10134.0,date
5332,マレーシア,2013-02-01,10982.0,date
5333,インドネシア,2013-02-01,4936.0,date
5334,フィリピン,2013-02-01,5049.0,date
5335,ベトナム,2013-02-01,4352.0,date
5336,インド,2013-02-01,4886.0,date
5337,イスラエル,2013-02-01,545.0,date
5338,トルコ,2013-02-01,740.0,date
5339,ヨーロッパ計,2013-02-01,52606.0,date
5340,英国,2013-02-01,13044.0,date
5341,フランス,2013-02-01,8445.0,date
5342,ドイツ,2013-02-01,7815.0,date
5343,イタリア,2013-02-01,3134.0,date
5344,ロシア,2013-02-01,3126.0,date
5345,スペイン,2013-02-01,1737.0,date
5346,スウェーデン,2013-02-01,2093.0,date
5347,オランダ,2013-02-01,2002.0,date
5348,スイス,2013-02-01,1339.0,date
5349,ベルギー,2013-02-01,1012.0,date
5350,フィンランド,2013-02-01,1069.0,date
5351,ポーランド,2013-02-01,623.0,date
5352,デンマーク,2013-02-01,1024.0,date
5353,ノルウェー,2013-02-01,945.0,date
5354,オーストリア,2013-02-01,793.0,date
5355,ポルトガル,2013-02-01,604.0,date
5356,アイルランド,2013-02-01,755.0,date
5357,アフリカ計,2013-02-01,1519.0,date
5358,北アメリカ計,2013-02-01,57418.0,date
5359,米国,2013-02-01,45488.0,date
5360,カナダ,2013-02-01,10599.0,date
5361,メキシコ,2013-02-01,909.0,date
5362,南アメリカ計,2013-02-01,2444.0,date
5363,ブラジル,2013-02-01,1275.0,date
5364,オセアニア計,2013-02-01,23885.0,date
5365,豪州,2013-02-01,21271.0,date
5366,ニュージーランド,2013-02-01,2459.0,date
5367,無国籍・その他,2013-02-01,49.0,date
5368,総数,2013-03-01,857024.0,date
5369,アジア計,2013-03-01,640409.0,date
5370,韓国,2013-03-01,206946.0,date
5371,中国,2013-03-01,102265.0,date
5372,台湾,2013-03-01,147438.0,date
5373,香港,2013-03-01,59405.0,date
5374,タイ,2013-03-01,44848.0,date
5375,シンガポール,2013-03-01,13409.0,date
5376,マレーシア,2013-03-01,13401.0,date
5377,インドネシア,2013-03-01,13341.0,date
5378,フィリピン,2013-03-01,12177.0,date
5379,ベトナム,2013-03-01,6781.0,date
5380,インド,2013-03-01,5845.0,date
5381,イスラエル,2013-03-01,2845.0,date
5382,トルコ,2013-03-01,1070.0,date
5383,ヨーロッパ計,2013-03-01,90934.0,date
5384,英国,2013-03-01,21832.0,date
5385,フランス,2013-03-01,13062.0,date
5386,ドイツ,2013-03-01,13193.0,date
5387,イタリア,2013-03-01,5705.0,date
5388,ロシア,2013-03-01,5862.0,date
5389,スペイン,2013-03-01,4053.0,date
5390,スウェーデン,2013-03-01,4436.0,date
5391,オランダ,2013-03-01,2990.0,date
5392,スイス,2013-03-01,3017.0,date
5393,ベルギー,2013-03-01,1704.0,date
5394,フィンランド,2013-03-01,1878.0,date
5395,ポーランド,2013-03-01,1290.0,date
5396,デンマーク,2013-03-01,1835.0,date
5397,ノルウェー,2013-03-01,2149.0,date
5398,オーストリア,2013-03-01,1406.0,date
5399,ポルトガル,2013-03-01,849.0,date
5400,アイルランド,2013-03-01,1040.0,date
5401,アフリカ計,2013-03-01,2003.0,date
5402,北アメリカ計,2013-03-01,93467.0,date
5403,米国,2013-03-01,75506.0,date
5404,カナダ,2013-03-01,15132.0,date
5405,メキシコ,2013-03-01,2276.0,date
5406,南アメリカ計,2013-03-01,4533.0,date
5407,ブラジル,2013-03-01,2497.0,date
5408,オセアニア計,2013-03-01,25648.0,date
5409,豪州,2013-03-01,22557.0,date
5410,ニュージーランド,2013-03-01,2764.0,date
5411,無国籍・その他,2013-03-01,30.0,date
5412,総数,2013-04-01,923017.0,date
5413,アジア計,2013-04-01,709205.0,date
5414,韓国,2013-04-01,204229.0,date
5415,中国,2013-04-01,100160.0,date
5416,台湾,2013-04-01,197932.0,date
5417,香港,2013-04-01,55040.0,date
5418,タイ,2013-04-01,60212.0,date
5419,シンガポール,2013-04-01,14583.0,date
5420,マレーシア,2013-04-01,14716.0,date
5421,インドネシア,2013-04-01,15530.0,date
5422,フィリピン,2013-04-01,12943.0,date
5423,ベトナム,2013-04-01,12136.0,date
5424,インド,2013-04-01,6481.0,date
5425,イスラエル,2013-04-01,1494.0,date
5426,トルコ,2013-04-01,1140.0,date
5427,ヨーロッパ計,2013-04-01,93676.0,date
5428,英国,2013-04-01,18547.0,date
5429,フランス,2013-04-01,18856.0,date
5430,ドイツ,2013-04-01,11434.0,date
5431,イタリア,2013-04-01,7083.0,date
5432,ロシア,2013-04-01,7283.0,date
5433,スペイン,2013-04-01,3162.0,date
5434,スウェーデン,2013-04-01,3754.0,date
5435,オランダ,2013-04-01,3505.0,date
5436,スイス,2013-04-01,3312.0,date
5437,ベルギー,2013-04-01,1793.0,date
5438,フィンランド,2013-04-01,1772.0,date
5439,ポーランド,2013-04-01,2477.0,date
5440,デンマーク,2013-04-01,1354.0,date
5441,ノルウェー,2013-04-01,1197.0,date
5442,オーストリア,2013-04-01,1165.0,date
5443,ポルトガル,2013-04-01,864.0,date
5444,アイルランド,2013-04-01,965.0,date
5445,アフリカ計,2013-04-01,1927.0,date
5446,北アメリカ計,2013-04-01,86277.0,date
5447,米国,2013-04-01,69565.0,date
5448,カナダ,2013-04-01,13966.0,date
5449,メキシコ,2013-04-01,2144.0,date
5450,南アメリカ計,2013-04-01,5322.0,date
5451,ブラジル,2013-04-01,3022.0,date
5452,オセアニア計,2013-04-01,26569.0,date
5453,豪州,2013-04-01,22747.0,date
5454,ニュージーランド,2013-04-01,3620.0,date
5455,無国籍・その他,2013-04-01,41.0,date
5456,総数,2013-05-01,875408.0,date
5457,アジア計,2013-05-01,684430.0,date
5458,韓国,2013-05-01,228670.0,date
5459,中国,2013-05-01,81571.0,date
5460,台湾,2013-05-01,195715.0,date
5461,香港,2013-05-01,59182.0,date
5462,タイ,2013-05-01,40263.0,date
5463,シンガポール,2013-05-01,16334.0,date
5464,マレーシア,2013-05-01,15013.0,date
5465,インドネシア,2013-05-01,9944.0,date
5466,フィリピン,2013-05-01,11256.0,date
5467,ベトナム,2013-05-01,5527.0,date
5468,インド,2013-05-01,8374.0,date
5469,イスラエル,2013-05-01,1182.0,date
5470,トルコ,2013-05-01,1111.0,date
5471,ヨーロッパ計,2013-05-01,72717.0,date
5472,英国,2013-05-01,15265.0,date
5473,フランス,2013-05-01,12917.0,date
5474,ドイツ,2013-05-01,9995.0,date
5475,イタリア,2013-05-01,4853.0,date
5476,ロシア,2013-05-01,5124.0,date
5477,スペイン,2013-05-01,2896.0,date
5478,スウェーデン,2013-05-01,2749.0,date
5479,オランダ,2013-05-01,2764.0,date
5480,スイス,2013-05-01,2437.0,date
5481,ベルギー,2013-05-01,1345.0,date
5482,フィンランド,2013-05-01,1449.0,date
5483,ポーランド,2013-05-01,1961.0,date
5484,デンマーク,2013-05-01,1155.0,date
5485,ノルウェー,2013-05-01,949.0,date
5486,オーストリア,2013-05-01,1105.0,date
5487,ポルトガル,2013-05-01,801.0,date
5488,アイルランド,2013-05-01,905.0,date
5489,アフリカ計,2013-05-01,3984.0,date
5490,北アメリカ計,2013-05-01,90442.0,date
5491,米国,2013-05-01,74045.0,date
5492,カナダ,2013-05-01,14058.0,date
5493,メキシコ,2013-05-01,1854.0,date
5494,南アメリカ計,2013-05-01,4694.0,date
5495,ブラジル,2013-05-01,2324.0,date
5496,オセアニア計,2013-05-01,19087.0,date
5497,豪州,2013-05-01,16050.0,date
5498,ニュージーランド,2013-05-01,2838.0,date
5499,無国籍・その他,2013-05-01,54.0,date
5500,総数,2013-06-01,901066.0,date
5501,アジア計,2013-06-01,712908.0,date
5502,韓国,2013-06-01,211465.0,date
5503,中国,2013-06-01,98996.0,date
5504,台湾,2013-06-01,226974.0,date
5505,香港,2013-06-01,74711.0,date
5506,タイ,2013-06-01,20502.0,date
5507,シンガポール,2013-06-01,21735.0,date
5508,マレーシア,2013-06-01,9802.0,date
5509,インドネシア,2013-06-01,14804.0,date
5510,フィリピン,2013-06-01,7441.0,date
5511,ベトナム,2013-06-01,6344.0,date
5512,インド,2013-06-01,6984.0,date
5513,イスラエル,2013-06-01,820.0,date
5514,トルコ,2013-06-01,969.0,date
5515,ヨーロッパ計,2013-06-01,65738.0,date
5516,英国,2013-06-01,13697.0,date
5517,フランス,2013-06-01,11399.0,date
5518,ドイツ,2013-06-01,8926.0,date
5519,イタリア,2013-06-01,4628.0,date
5520,ロシア,2013-06-01,4126.0,date
5521,スペイン,2013-06-01,2888.0,date
5522,スウェーデン,2013-06-01,2653.0,date
5523,オランダ,2013-06-01,2562.0,date
5524,スイス,2013-06-01,1827.0,date
5525,ベルギー,2013-06-01,1244.0,date
5526,フィンランド,2013-06-01,1345.0,date
5527,ポーランド,2013-06-01,1408.0,date
5528,デンマーク,2013-06-01,1054.0,date
5529,ノルウェー,2013-06-01,1144.0,date
5530,オーストリア,2013-06-01,904.0,date
5531,ポルトガル,2013-06-01,1155.0,date
5532,アイルランド,2013-06-01,866.0,date
5533,アフリカ計,2013-06-01,2296.0,date
5534,北アメリカ計,2013-06-01,95325.0,date
5535,米国,2013-06-01,81290.0,date
5536,カナダ,2013-06-01,11528.0,date
5537,メキシコ,2013-06-01,2050.0,date
5538,南アメリカ計,2013-06-01,3613.0,date
5539,ブラジル,2013-06-01,1963.0,date
5540,オセアニア計,2013-06-01,21152.0,date
5541,豪州,2013-06-01,17509.0,date
5542,ニュージーランド,2013-06-01,3157.0,date
5543,無国籍・その他,2013-06-01,34.0,date
5544,総数,2013-07-01,1003032.0,date
5545,アジア計,2013-07-01,799976.0,date
5546,韓国,2013-07-01,243992.0,date
5547,中国,2013-07-01,139905.0,date
5548,台湾,2013-07-01,238502.0,date
5549,香港,2013-07-01,85335.0,date
5550,タイ,2013-07-01,30189.0,date
5551,シンガポール,2013-07-01,11248.0,date
5552,マレーシア,2013-07-01,9929.0,date
5553,インドネシア,2013-07-01,8092.0,date
5554,フィリピン,2013-07-01,6739.0,date
5555,ベトナム,2013-07-01,7316.0,date
5556,インド,2013-07-01,6176.0,date
5557,イスラエル,2013-07-01,849.0,date
5558,トルコ,2013-07-01,866.0,date
5559,ヨーロッパ計,2013-07-01,84390.0,date
5560,英国,2013-07-01,17376.0,date
5561,フランス,2013-07-01,15947.0,date
5562,ドイツ,2013-07-01,9895.0,date
5563,イタリア,2013-07-01,5958.0,date
5564,ロシア,2013-07-01,5345.0,date
5565,スペイン,2013-07-01,4941.0,date
5566,スウェーデン,2013-07-01,2670.0,date
5567,オランダ,2013-07-01,3712.0,date
5568,スイス,2013-07-01,3255.0,date
5569,ベルギー,2013-07-01,1787.0,date
5570,フィンランド,2013-07-01,1260.0,date
5571,ポーランド,2013-07-01,1187.0,date
5572,デンマーク,2013-07-01,1621.0,date
5573,ノルウェー,2013-07-01,1566.0,date
5574,オーストリア,2013-07-01,1154.0,date
5575,ポルトガル,2013-07-01,1222.0,date
5576,アイルランド,2013-07-01,1132.0,date
5577,アフリカ計,2013-07-01,2049.0,date
5578,北アメリカ計,2013-07-01,91783.0,date
5579,米国,2013-07-01,75350.0,date
5580,カナダ,2013-07-01,13219.0,date
5581,メキシコ,2013-07-01,2734.0,date
5582,南アメリカ計,2013-07-01,4478.0,date
5583,ブラジル,2013-07-01,2738.0,date
5584,オセアニア計,2013-07-01,20317.0,date
5585,豪州,2013-07-01,16190.0,date
5586,ニュージーランド,2013-07-01,3679.0,date
5587,無国籍・その他,2013-07-01,39.0,date
5588,総数,2013-08-01,906379.0,date
5589,アジア計,2013-08-01,738442.0,date
5590,韓国,2013-08-01,215498.0,date
5591,中国,2013-08-01,162288.0,date
5592,台湾,2013-08-01,194944.0,date
5593,香港,2013-08-01,71767.0,date
5594,タイ,2013-08-01,23849.0,date
5595,シンガポール,2013-08-01,8831.0,date
5596,マレーシア,2013-08-01,10951.0,date
5597,インドネシア,2013-08-01,16221.0,date
5598,フィリピン,2013-08-01,6725.0,date
5599,ベトナム,2013-08-01,6000.0,date
5600,インド,2013-08-01,5835.0,date
5601,イスラエル,2013-08-01,821.0,date
5602,トルコ,2013-08-01,1004.0,date
5603,ヨーロッパ計,2013-08-01,77380.0,date
5604,英国,2013-08-01,14123.0,date
5605,フランス,2013-08-01,15081.0,date
5606,ドイツ,2013-08-01,8682.0,date
5607,イタリア,2013-08-01,8725.0,date
5608,ロシア,2013-08-01,5168.0,date
5609,スペイン,2013-08-01,6989.0,date
5610,スウェーデン,2013-08-01,2073.0,date
5611,オランダ,2013-08-01,2353.0,date
5612,スイス,2013-08-01,1959.0,date
5613,ベルギー,2013-08-01,1178.0,date
5614,フィンランド,2013-08-01,850.0,date
5615,ポーランド,2013-08-01,1164.0,date
5616,デンマーク,2013-08-01,850.0,date
5617,ノルウェー,2013-08-01,727.0,date
5618,オーストリア,2013-08-01,1010.0,date
5619,ポルトガル,2013-08-01,1493.0,date
5620,アイルランド,2013-08-01,927.0,date
5621,アフリカ計,2013-08-01,2046.0,date
5622,北アメリカ計,2013-08-01,71814.0,date
5623,米国,2013-08-01,58347.0,date
5624,カナダ,2013-08-01,11424.0,date
5625,メキシコ,2013-08-01,1511.0,date
5626,南アメリカ計,2013-08-01,3258.0,date
5627,ブラジル,2013-08-01,1678.0,date
5628,オセアニア計,2013-08-01,13409.0,date
5629,豪州,2013-08-01,10553.0,date
5630,ニュージーランド,2013-08-01,2619.0,date
5631,無国籍・その他,2013-08-01,30.0,date
5632,総数,2013-09-01,866966.0,date
5633,アジア計,2013-09-01,680982.0,date
5634,韓国,2013-09-01,164499.0,date
5635,中国,2013-09-01,156201.0,date
5636,台湾,2013-09-01,206844.0,date
5637,香港,2013-09-01,55379.0,date
5638,タイ,2013-09-01,29278.0,date
5639,シンガポール,2013-09-01,11597.0,date
5640,マレーシア,2013-09-01,11681.0,date
5641,インドネシア,2013-09-01,8694.0,date
5642,フィリピン,2013-09-01,7886.0,date
5643,ベトナム,2013-09-01,7370.0,date
5644,インド,2013-09-01,6372.0,date
5645,イスラエル,2013-09-01,1922.0,date
5646,トルコ,2013-09-01,1087.0,date
5647,ヨーロッパ計,2013-09-01,77520.0,date
5648,英国,2013-09-01,15809.0,date
5649,フランス,2013-09-01,11873.0,date
5650,ドイツ,2013-09-01,11788.0,date
5651,イタリア,2013-09-01,5550.0,date
5652,ロシア,2013-09-01,5073.0,date
5653,スペイン,2013-09-01,4628.0,date
5654,スウェーデン,2013-09-01,2794.0,date
5655,オランダ,2013-09-01,2929.0,date
5656,スイス,2013-09-01,2501.0,date
5657,ベルギー,2013-09-01,1357.0,date
5658,フィンランド,2013-09-01,1094.0,date
5659,ポーランド,2013-09-01,1397.0,date
5660,デンマーク,2013-09-01,1331.0,date
5661,ノルウェー,2013-09-01,1191.0,date
5662,オーストリア,2013-09-01,1178.0,date
5663,ポルトガル,2013-09-01,984.0,date
5664,アイルランド,2013-09-01,942.0,date
5665,アフリカ計,2013-09-01,2644.0,date
5666,北アメリカ計,2013-09-01,75580.0,date
5667,米国,2013-09-01,61261.0,date
5668,カナダ,2013-09-01,11326.0,date
5669,メキシコ,2013-09-01,2276.0,date
5670,南アメリカ計,2013-09-01,4616.0,date
5671,ブラジル,2013-09-01,2327.0,date
5672,オセアニア計,2013-09-01,25589.0,date
5673,豪州,2013-09-01,21505.0,date
5674,ニュージーランド,2013-09-01,3789.0,date
5675,無国籍・その他,2013-09-01,35.0,date
5676,総数,2013-10-01,928560.0,date
5677,アジア計,2013-10-01,707371.0,date
5678,韓国,2013-10-01,158273.0,date
5679,中国,2013-10-01,121335.0,date
5680,台湾,2013-10-01,213501.0,date
5681,香港,2013-10-01,62433.0,date
5682,タイ,2013-10-01,61306.0,date
5683,シンガポール,2013-10-01,16146.0,date
5684,マレーシア,2013-10-01,17760.0,date
5685,インドネシア,2013-10-01,10591.0,date
5686,フィリピン,2013-10-01,10877.0,date
5687,ベトナム,2013-10-01,11292.0,date
5688,インド,2013-10-01,6377.0,date
5689,イスラエル,2013-10-01,1791.0,date
5690,トルコ,2013-10-01,1702.0,date
5691,ヨーロッパ計,2013-10-01,99555.0,date
5692,英国,2013-10-01,20799.0,date
5693,フランス,2013-10-01,17069.0,date
5694,ドイツ,2013-10-01,13669.0,date
5695,イタリア,2013-10-01,7470.0,date
5696,ロシア,2013-10-01,5798.0,date
5697,スペイン,2013-10-01,5326.0,date
5698,スウェーデン,2013-10-01,4350.0,date
5699,オランダ,2013-10-01,3677.0,date
5700,スイス,2013-10-01,3555.0,date
5701,ベルギー,2013-10-01,1913.0,date
5702,フィンランド,2013-10-01,1684.0,date
5703,ポーランド,2013-10-01,1514.0,date
5704,デンマーク,2013-10-01,1895.0,date
5705,ノルウェー,2013-10-01,1416.0,date
5706,オーストリア,2013-10-01,1421.0,date
5707,ポルトガル,2013-10-01,1102.0,date
5708,アイルランド,2013-10-01,1152.0,date
5709,アフリカ計,2013-10-01,2536.0,date
5710,北アメリカ計,2013-10-01,90939.0,date
5711,米国,2013-10-01,73731.0,date
5712,カナダ,2013-10-01,14011.0,date
5713,メキシコ,2013-10-01,2477.0,date
5714,南アメリカ計,2013-10-01,6341.0,date
5715,ブラジル,2013-10-01,3310.0,date
5716,オセアニア計,2013-10-01,21772.0,date
5717,豪州,2013-10-01,18099.0,date
5718,ニュージーランド,2013-10-01,3251.0,date
5719,無国籍・その他,2013-10-01,46.0,date
5720,総数,2013-11-01,839891.0,date
5721,アジア計,2013-11-01,658525.0,date
5722,韓国,2013-11-01,170901.0,date
5723,中国,2013-11-01,101940.0,date
5724,台湾,2013-11-01,177949.0,date
5725,香港,2013-11-01,62679.0,date
5726,タイ,2013-11-01,51185.0,date
5727,シンガポール,2013-11-01,20003.0,date
5728,マレーシア,2013-11-01,26153.0,date
5729,インドネシア,2013-11-01,11011.0,date
5730,フィリピン,2013-11-01,8644.0,date
5731,ベトナム,2013-11-01,7207.0,date
5732,インド,2013-11-01,6526.0,date
5733,イスラエル,2013-11-01,1003.0,date
5734,トルコ,2013-11-01,1120.0,date
5735,ヨーロッパ計,2013-11-01,75647.0,date
5736,英国,2013-11-01,15073.0,date
5737,フランス,2013-11-01,11469.0,date
5738,ドイツ,2013-11-01,11881.0,date
5739,イタリア,2013-11-01,5574.0,date
5740,ロシア,2013-11-01,5750.0,date
5741,スペイン,2013-11-01,3295.0,date
5742,スウェーデン,2013-11-01,3270.0,date
5743,オランダ,2013-11-01,3022.0,date
5744,スイス,2013-11-01,2180.0,date
5745,ベルギー,2013-11-01,1434.0,date
5746,フィンランド,2013-11-01,1392.0,date
5747,ポーランド,2013-11-01,1114.0,date
5748,デンマーク,2013-11-01,1208.0,date
5749,ノルウェー,2013-11-01,988.0,date
5750,オーストリア,2013-11-01,1302.0,date
5751,ポルトガル,2013-11-01,919.0,date
5752,アイルランド,2013-11-01,868.0,date
5753,アフリカ計,2013-11-01,2265.0,date
5754,北アメリカ計,2013-11-01,80786.0,date
5755,米国,2013-11-01,65228.0,date
5756,カナダ,2013-11-01,12896.0,date
5757,メキシコ,2013-11-01,2031.0,date
5758,南アメリカ計,2013-11-01,3919.0,date
5759,ブラジル,2013-11-01,2060.0,date
5760,オセアニア計,2013-11-01,18694.0,date
5761,豪州,2013-11-01,16089.0,date
5762,ニュージーランド,2013-11-01,2379.0,date
5763,無国籍・その他,2013-11-01,55.0,date
5764,総数,2013-12-01,864491.0,date
5765,アジア計,2013-12-01,676166.0,date
5766,韓国,2013-12-01,182846.0,date
5767,中国,2013-12-01,96572.0,date
5768,台湾,2013-12-01,149404.0,date
5769,香港,2013-12-01,72174.0,date
5770,タイ,2013-12-01,56019.0,date
5771,シンガポール,2013-12-01,38151.0,date
5772,マレーシア,2013-12-01,28524.0,date
5773,インドネシア,2013-12-01,16961.0,date
5774,フィリピン,2013-12-01,11113.0,date
5775,ベトナム,2013-12-01,5146.0,date
5776,インド,2013-12-01,4926.0,date
5777,イスラエル,2013-12-01,597.0,date
5778,トルコ,2013-12-01,841.0,date
5779,ヨーロッパ計,2013-12-01,63797.0,date
5780,英国,2013-12-01,14675.0,date
5781,フランス,2013-12-01,10434.0,date
5782,ドイツ,2013-12-01,7778.0,date
5783,イタリア,2013-12-01,5406.0,date
5784,ロシア,2013-12-01,4076.0,date
5785,スペイン,2013-12-01,2876.0,date
5786,スウェーデン,2013-12-01,2980.0,date
5787,オランダ,2013-12-01,2483.0,date
5788,スイス,2013-12-01,1715.0,date
5789,ベルギー,2013-12-01,950.0,date
5790,フィンランド,2013-12-01,1611.0,date
5791,ポーランド,2013-12-01,638.0,date
5792,デンマーク,2013-12-01,909.0,date
5793,ノルウェー,2013-12-01,981.0,date
5794,オーストリア,2013-12-01,837.0,date
5795,ポルトガル,2013-12-01,1218.0,date
5796,アイルランド,2013-12-01,888.0,date
5797,アフリカ計,2013-12-01,1689.0,date
5798,北アメリカ計,2013-12-01,85004.0,date
5799,米国,2013-12-01,68208.0,date
5800,カナダ,2013-12-01,14562.0,date
5801,メキシコ,2013-12-01,1842.0,date
5802,南アメリカ計,2013-12-01,3882.0,date
5803,ブラジル,2013-12-01,2493.0,date
5804,オセアニア計,2013-12-01,33908.0,date
5805,豪州,2013-12-01,30330.0,date
5806,ニュージーランド,2013-12-01,3390.0,date
5807,無国籍・その他,2013-12-01,45.0,date
5808,総数,2014-01-01,944009.0,date
5809,アジア計,2014-01-01,766525.0,date
5810,韓国,2014-01-01,255517.0,date
5811,中国,2014-01-01,155605.0,date
5812,台湾,2014-01-01,196923.0,date
5813,香港,2014-01-01,63503.0,date
5814,タイ,2014-01-01,27161.0,date
5815,シンガポール,2014-01-01,10888.0,date
5816,マレーシア,2014-01-01,13961.0,date
5817,インドネシア,2014-01-01,7129.0,date
5818,フィリピン,2014-01-01,9160.0,date
5819,ベトナム,2014-01-01,6707.0,date
5820,インド,2014-01-01,6887.0,date
5821,イスラエル,2014-01-01,574.0,date
5822,トルコ,2014-01-01,1267.0,date
5823,ヨーロッパ計,2014-01-01,56833.0,date
5824,英国,2014-01-01,13972.0,date
5825,フランス,2014-01-01,9132.0,date
5826,ドイツ,2014-01-01,7365.0,date
5827,イタリア,2014-01-01,3280.0,date
5828,ロシア,2014-01-01,4285.0,date
5829,スペイン,2014-01-01,1962.0,date
5830,スウェーデン,2014-01-01,2513.0,date
5831,オランダ,2014-01-01,2056.0,date
5832,スイス,2014-01-01,1446.0,date
5833,ベルギー,2014-01-01,901.0,date
5834,フィンランド,2014-01-01,1426.0,date
5835,ポーランド,2014-01-01,705.0,date
5836,デンマーク,2014-01-01,1116.0,date
5837,ノルウェー,2014-01-01,964.0,date
5838,オーストリア,2014-01-01,883.0,date
5839,ポルトガル,2014-01-01,705.0,date
5840,アイルランド,2014-01-01,930.0,date
5841,アフリカ計,2014-01-01,1830.0,date
5842,北アメリカ計,2014-01-01,74503.0,date
5843,米国,2014-01-01,59767.0,date
5844,カナダ,2014-01-01,12852.0,date
5845,メキシコ,2014-01-01,1345.0,date
5846,南アメリカ計,2014-01-01,3355.0,date
5847,ブラジル,2014-01-01,1887.0,date
5848,オセアニア計,2014-01-01,40928.0,date
5849,豪州,2014-01-01,37367.0,date
5850,ニュージーランド,2014-01-01,3366.0,date
5851,無国籍・その他,2014-01-01,35.0,date
5852,総数,2014-02-01,880020.0,date
5853,アジア計,2014-02-01,722395.0,date
5854,韓国,2014-02-01,231502.0,date
5855,中国,2014-02-01,138236.0,date
5856,台湾,2014-02-01,191235.0,date
5857,香港,2014-02-01,64809.0,date
5858,タイ,2014-02-01,34334.0,date
5859,シンガポール,2014-02-01,10370.0,date
5860,マレーシア,2014-02-01,14109.0,date
5861,インドネシア,2014-02-01,6527.0,date
5862,フィリピン,2014-02-01,7495.0,date
5863,ベトナム,2014-02-01,7419.0,date
5864,インド,2014-02-01,4982.0,date
5865,イスラエル,2014-02-01,573.0,date
5866,トルコ,2014-02-01,853.0,date
5867,ヨーロッパ計,2014-02-01,58659.0,date
5868,英国,2014-02-01,14835.0,date
5869,フランス,2014-02-01,8882.0,date
5870,ドイツ,2014-02-01,8954.0,date
5871,イタリア,2014-02-01,3800.0,date
5872,ロシア,2014-02-01,3423.0,date
5873,スペイン,2014-02-01,2154.0,date
5874,スウェーデン,2014-02-01,2268.0,date
5875,オランダ,2014-02-01,2211.0,date
5876,スイス,2014-02-01,1565.0,date
5877,ベルギー,2014-02-01,1017.0,date
5878,フィンランド,2014-02-01,1324.0,date
5879,ポーランド,2014-02-01,722.0,date
5880,デンマーク,2014-02-01,1120.0,date
5881,ノルウェー,2014-02-01,941.0,date
5882,オーストリア,2014-02-01,912.0,date
5883,ポルトガル,2014-02-01,709.0,date
5884,アイルランド,2014-02-01,819.0,date
5885,アフリカ計,2014-02-01,1444.0,date
5886,北アメリカ計,2014-02-01,65201.0,date
5887,米国,2014-02-01,52016.0,date
5888,カナダ,2014-02-01,11420.0,date
5889,メキシコ,2014-02-01,1344.0,date
5890,南アメリカ計,2014-02-01,2716.0,date
5891,ブラジル,2014-02-01,1315.0,date
5892,オセアニア計,2014-02-01,29567.0,date
5893,豪州,2014-02-01,26589.0,date
5894,ニュージーランド,2014-02-01,2804.0,date
5895,無国籍・その他,2014-02-01,38.0,date
5896,総数,2014-03-01,1050559.0,date
