,国名,date,value,types
0,総数,2003-01-01,450847.0,date
1,アジア計,2003-01-01,317311.0,date
2,韓国,2003-01-01,147238.0,date
3,中国,2003-01-01,40824.0,date
4,台湾,2003-01-01,68464.0,date
5,香港,2003-01-01,23793.0,date
6,タイ,2003-01-01,4020.0,date
7,シンガポール,2003-01-01,4112.0,date
8,マレーシア,2003-01-01,4218.0,date
9,インドネシア,2003-01-01,3925.0,date
10,フィリピン,2003-01-01,10224.0,date
11,ベトナム,2003-01-01,1086.0,date
12,インド,2003-01-01,4238.0,date
13,イスラエル,2003-01-01,661.0,date
14,トルコ,2003-01-01,410.0,date
15,ヨーロッパ計,2003-01-01,47787.0,date
16,英国,2003-01-01,16746.0,date
17,フランス,2003-01-01,6445.0,date
18,ドイツ,2003-01-01,6065.0,date
19,イタリア,2003-01-01,2357.0,date
20,ロシア,2003-01-01,2484.0,date
21,スペイン,2003-01-01,855.0,date
22,スウェーデン,2003-01-01,1472.0,date
23,オランダ,2003-01-01,1623.0,date
24,スイス,2003-01-01,1051.0,date
25,ベルギー,2003-01-01,791.0,date
26,フィンランド,2003-01-01,769.0,date
27,ポーランド,2003-01-01,377.0,date
28,デンマーク,2003-01-01,773.0,date
29,ノルウェー,2003-01-01,498.0,date
30,オーストリア,2003-01-01,757.0,date
31,ポルトガル,2003-01-01,513.0,date
32,アイルランド,2003-01-01,1110.0,date
33,アフリカ計,2003-01-01,1338.0,date
34,北アメリカ計,2003-01-01,63525.0,date
35,米国,2003-01-01,50765.0,date
36,カナダ,2003-01-01,11587.0,date
37,メキシコ,2003-01-01,751.0,date
38,南アメリカ計,2003-01-01,2099.0,date
39,ブラジル,2003-01-01,964.0,date
40,オセアニア計,2003-01-01,18693.0,date
41,豪州,2003-01-01,15405.0,date
42,ニュージーランド,2003-01-01,3039.0,date
43,無国籍・その他,2003-01-01,94.0,date
44,総数,2003-02-01,394869.0,date
45,アジア計,2003-02-01,281263.0,date
46,韓国,2003-02-01,112988.0,date
47,中国,2003-02-01,41864.0,date
48,台湾,2003-02-01,66734.0,date
49,香港,2003-02-01,25924.0,date
50,タイ,2003-02-01,4252.0,date
51,シンガポール,2003-02-01,4522.0,date
52,マレーシア,2003-02-01,4525.0,date
53,インドネシア,2003-02-01,3026.0,date
54,フィリピン,2003-02-01,8728.0,date
55,ベトナム,2003-02-01,1130.0,date
56,インド,2003-02-01,2994.0,date
57,イスラエル,2003-02-01,623.0,date
58,トルコ,2003-02-01,568.0,date
59,ヨーロッパ計,2003-02-01,44736.0,date
60,英国,2003-02-01,14308.0,date
61,フランス,2003-02-01,6748.0,date
62,ドイツ,2003-02-01,6655.0,date
63,イタリア,2003-02-01,2227.0,date
64,ロシア,2003-02-01,2780.0,date
65,スペイン,2003-02-01,894.0,date
66,スウェーデン,2003-02-01,1217.0,date
67,オランダ,2003-02-01,1552.0,date
68,スイス,2003-02-01,1181.0,date
69,ベルギー,2003-02-01,740.0,date
70,フィンランド,2003-02-01,745.0,date
71,ポーランド,2003-02-01,282.0,date
72,デンマーク,2003-02-01,667.0,date
73,ノルウェー,2003-02-01,511.0,date
74,オーストリア,2003-02-01,591.0,date
75,ポルトガル,2003-02-01,617.0,date
76,アイルランド,2003-02-01,746.0,date
77,アフリカ計,2003-02-01,1240.0,date
78,北アメリカ計,2003-02-01,52822.0,date
79,米国,2003-02-01,42567.0,date
80,カナダ,2003-02-01,9300.0,date
81,メキシコ,2003-02-01,562.0,date
82,南アメリカ計,2003-02-01,1706.0,date
83,ブラジル,2003-02-01,731.0,date
84,オセアニア計,2003-02-01,13006.0,date
85,豪州,2003-02-01,10967.0,date
86,ニュージーランド,2003-02-01,1838.0,date
87,無国籍・その他,2003-02-01,96.0,date
88,総数,2003-03-01,456614.0,date
89,アジア計,2003-03-01,291767.0,date
90,韓国,2003-03-01,108871.0,date
91,中国,2003-03-01,49676.0,date
92,台湾,2003-03-01,64225.0,date
93,香港,2003-03-01,18437.0,date
94,タイ,2003-03-01,8970.0,date
95,シンガポール,2003-03-01,6682.0,date
96,マレーシア,2003-03-01,6417.0,date
97,インドネシア,2003-03-01,3862.0,date
98,フィリピン,2003-03-01,12081.0,date
99,ベトナム,2003-03-01,1657.0,date
100,インド,2003-03-01,4291.0,date
101,イスラエル,2003-03-01,845.0,date
102,トルコ,2003-03-01,735.0,date
103,ヨーロッパ計,2003-03-01,65203.0,date
104,英国,2003-03-01,20696.0,date
105,フランス,2003-03-01,8747.0,date
106,ドイツ,2003-03-01,10711.0,date
107,イタリア,2003-03-01,3538.0,date
108,ロシア,2003-03-01,3323.0,date
109,スペイン,2003-03-01,1368.0,date
110,スウェーデン,2003-03-01,1976.0,date
111,オランダ,2003-03-01,2562.0,date
112,スイス,2003-03-01,1836.0,date
113,ベルギー,2003-03-01,1006.0,date
114,フィンランド,2003-03-01,941.0,date
115,ポーランド,2003-03-01,344.0,date
116,デンマーク,2003-03-01,1113.0,date
117,ノルウェー,2003-03-01,785.0,date
118,オーストリア,2003-03-01,1072.0,date
119,ポルトガル,2003-03-01,522.0,date
120,アイルランド,2003-03-01,984.0,date
121,アフリカ計,2003-03-01,2254.0,date
122,北アメリカ計,2003-03-01,78460.0,date
123,米国,2003-03-01,63847.0,date
124,カナダ,2003-03-01,12650.0,date
125,メキシコ,2003-03-01,1138.0,date
126,南アメリカ計,2003-03-01,2584.0,date
127,ブラジル,2003-03-01,1152.0,date
128,オセアニア計,2003-03-01,16196.0,date
129,豪州,2003-03-01,13170.0,date
130,ニュージーランド,2003-03-01,2745.0,date
131,無国籍・その他,2003-03-01,150.0,date
132,総数,2003-04-01,354054.0,date
133,アジア計,2003-04-01,228518.0,date
134,韓国,2003-04-01,87477.0,date
135,中国,2003-04-01,42706.0,date
136,台湾,2003-04-01,46418.0,date
137,香港,2003-04-01,10703.0,date
138,タイ,2003-04-01,7836.0,date
139,シンガポール,2003-04-01,3259.0,date
140,マレーシア,2003-04-01,4743.0,date
141,インドネシア,2003-04-01,3936.0,date
142,フィリピン,2003-04-01,12196.0,date
143,ベトナム,2003-04-01,1483.0,date
144,インド,2003-04-01,2884.0,date
145,イスラエル,2003-04-01,743.0,date
146,トルコ,2003-04-01,407.0,date
147,ヨーロッパ計,2003-04-01,52526.0,date
148,英国,2003-04-01,17783.0,date
149,フランス,2003-04-01,6829.0,date
150,ドイツ,2003-04-01,7710.0,date
151,イタリア,2003-04-01,2403.0,date
152,ロシア,2003-04-01,3298.0,date
153,スペイン,2003-04-01,1133.0,date
154,スウェーデン,2003-04-01,1629.0,date
155,オランダ,2003-04-01,1863.0,date
156,スイス,2003-04-01,1616.0,date
157,ベルギー,2003-04-01,871.0,date
158,フィンランド,2003-04-01,760.0,date
159,ポーランド,2003-04-01,337.0,date
160,デンマーク,2003-04-01,906.0,date
161,ノルウェー,2003-04-01,548.0,date
162,オーストリア,2003-04-01,977.0,date
163,ポルトガル,2003-04-01,357.0,date
164,アイルランド,2003-04-01,810.0,date
165,アフリカ計,2003-04-01,1154.0,date
166,北アメリカ計,2003-04-01,55193.0,date
167,米国,2003-04-01,45911.0,date
168,カナダ,2003-04-01,8253.0,date
169,メキシコ,2003-04-01,710.0,date
170,南アメリカ計,2003-04-01,1625.0,date
171,ブラジル,2003-04-01,733.0,date
172,オセアニア計,2003-04-01,14949.0,date
173,豪州,2003-04-01,11959.0,date
174,ニュージーランド,2003-04-01,2800.0,date
175,無国籍・その他,2003-04-01,89.0,date
176,総数,2003-05-01,288562.0,date
177,アジア計,2003-05-01,169194.0,date
178,韓国,2003-05-01,92072.0,date
179,中国,2003-05-01,11280.0,date
180,台湾,2003-05-01,16983.0,date
181,香港,2003-05-01,11195.0,date
182,タイ,2003-05-01,5342.0,date
183,シンガポール,2003-05-01,2845.0,date
184,マレーシア,2003-05-01,3685.0,date
185,インドネシア,2003-05-01,4989.0,date
186,フィリピン,2003-05-01,10988.0,date
187,ベトナム,2003-05-01,928.0,date
188,インド,2003-05-01,4164.0,date
189,イスラエル,2003-05-01,697.0,date
190,トルコ,2003-05-01,470.0,date
191,ヨーロッパ計,2003-05-01,46446.0,date
192,英国,2003-05-01,14198.0,date
193,フランス,2003-05-01,5762.0,date
194,ドイツ,2003-05-01,7005.0,date
195,イタリア,2003-05-01,2202.0,date
196,ロシア,2003-05-01,3675.0,date
197,スペイン,2003-05-01,944.0,date
198,スウェーデン,2003-05-01,1356.0,date
199,オランダ,2003-05-01,1980.0,date
200,スイス,2003-05-01,1222.0,date
201,ベルギー,2003-05-01,782.0,date
202,フィンランド,2003-05-01,785.0,date
203,ポーランド,2003-05-01,483.0,date
204,デンマーク,2003-05-01,846.0,date
205,ノルウェー,2003-05-01,654.0,date
206,オーストリア,2003-05-01,729.0,date
207,ポルトガル,2003-05-01,252.0,date
208,アイルランド,2003-05-01,722.0,date
209,アフリカ計,2003-05-01,1403.0,date
210,北アメリカ計,2003-05-01,54635.0,date
211,米国,2003-05-01,46380.0,date
212,カナダ,2003-05-01,7499.0,date
213,メキシコ,2003-05-01,442.0,date
214,南アメリカ計,2003-05-01,1634.0,date
215,ブラジル,2003-05-01,644.0,date
216,オセアニア計,2003-05-01,15185.0,date
217,豪州,2003-05-01,12420.0,date
218,ニュージーランド,2003-05-01,2462.0,date
219,無国籍・その他,2003-05-01,65.0,date
220,総数,2003-06-01,352431.0,date
221,アジア計,2003-06-01,217210.0,date
222,韓国,2003-06-01,109379.0,date
223,中国,2003-06-01,12915.0,date
224,台湾,2003-06-01,28174.0,date
225,香港,2003-06-01,22778.0,date
226,タイ,2003-06-01,4877.0,date
227,シンガポール,2003-06-01,6897.0,date
228,マレーシア,2003-06-01,4069.0,date
229,インドネシア,2003-06-01,7080.0,date
230,フィリピン,2003-06-01,10103.0,date
231,ベトナム,2003-06-01,1207.0,date
232,インド,2003-06-01,4282.0,date
233,イスラエル,2003-06-01,873.0,date
234,トルコ,2003-06-01,572.0,date
235,ヨーロッパ計,2003-06-01,45227.0,date
236,英国,2003-06-01,13361.0,date
237,フランス,2003-06-01,5775.0,date
238,ドイツ,2003-06-01,5956.0,date
239,イタリア,2003-06-01,2500.0,date
240,ロシア,2003-06-01,3804.0,date
241,スペイン,2003-06-01,881.0,date
242,スウェーデン,2003-06-01,1341.0,date
243,オランダ,2003-06-01,1803.0,date
244,スイス,2003-06-01,1106.0,date
245,ベルギー,2003-06-01,787.0,date
246,フィンランド,2003-06-01,698.0,date
247,ポーランド,2003-06-01,341.0,date
248,デンマーク,2003-06-01,718.0,date
249,ノルウェー,2003-06-01,614.0,date
250,オーストリア,2003-06-01,695.0,date
251,ポルトガル,2003-06-01,1149.0,date
252,アイルランド,2003-06-01,771.0,date
253,アフリカ計,2003-06-01,1435.0,date
254,北アメリカ計,2003-06-01,69356.0,date
255,米国,2003-06-01,59716.0,date
256,カナダ,2003-06-01,8632.0,date
257,メキシコ,2003-06-01,714.0,date
258,南アメリカ計,2003-06-01,1863.0,date
259,ブラジル,2003-06-01,896.0,date
260,オセアニア計,2003-06-01,17216.0,date
261,豪州,2003-06-01,14467.0,date
262,ニュージーランド,2003-06-01,2301.0,date
263,無国籍・その他,2003-06-01,124.0,date
264,総数,2003-07-01,515692.0,date
265,アジア計,2003-07-01,358539.0,date
266,韓国,2003-07-01,161273.0,date
267,中国,2003-07-01,28767.0,date
268,台湾,2003-07-01,89972.0,date
269,香港,2003-07-01,31414.0,date
270,タイ,2003-07-01,5767.0,date
271,シンガポール,2003-07-01,5433.0,date
272,マレーシア,2003-07-01,4631.0,date
273,インドネシア,2003-07-01,6617.0,date
274,フィリピン,2003-07-01,13070.0,date
275,ベトナム,2003-07-01,1565.0,date
276,インド,2003-07-01,4159.0,date
277,イスラエル,2003-07-01,857.0,date
278,トルコ,2003-07-01,487.0,date
279,ヨーロッパ計,2003-07-01,57403.0,date
280,英国,2003-07-01,18779.0,date
281,フランス,2003-07-01,7384.0,date
282,ドイツ,2003-07-01,7366.0,date
283,イタリア,2003-07-01,2719.0,date
284,ロシア,2003-07-01,4895.0,date
285,スペイン,2003-07-01,1241.0,date
286,スウェーデン,2003-07-01,1080.0,date
287,オランダ,2003-07-01,2273.0,date
288,スイス,2003-07-01,1603.0,date
289,ベルギー,2003-07-01,997.0,date
290,フィンランド,2003-07-01,720.0,date
291,ポーランド,2003-07-01,503.0,date
292,デンマーク,2003-07-01,831.0,date
293,ノルウェー,2003-07-01,557.0,date
294,オーストリア,2003-07-01,855.0,date
295,ポルトガル,2003-07-01,1199.0,date
296,アイルランド,2003-07-01,942.0,date
297,アフリカ計,2003-07-01,1580.0,date
298,北アメリカ計,2003-07-01,74846.0,date
299,米国,2003-07-01,61258.0,date
300,カナダ,2003-07-01,11919.0,date
301,メキシコ,2003-07-01,1175.0,date
302,南アメリカ計,2003-07-01,2128.0,date
303,ブラジル,2003-07-01,1017.0,date
304,オセアニア計,2003-07-01,21054.0,date
305,豪州,2003-07-01,18013.0,date
306,ニュージーランド,2003-07-01,2741.0,date
307,無国籍・その他,2003-07-01,142.0,date
308,総数,2003-08-01,550380.0,date
309,アジア計,2003-08-01,403434.0,date
310,韓国,2003-08-01,184536.0,date
311,中国,2003-08-01,46765.0,date
312,台湾,2003-08-01,94087.0,date
313,香港,2003-08-01,33447.0,date
314,タイ,2003-08-01,5822.0,date
315,シンガポール,2003-08-01,4752.0,date
316,マレーシア,2003-08-01,4883.0,date
317,インドネシア,2003-08-01,4812.0,date
318,フィリピン,2003-08-01,11878.0,date
319,ベトナム,2003-08-01,1544.0,date
320,インド,2003-08-01,4603.0,date
321,イスラエル,2003-08-01,785.0,date
322,トルコ,2003-08-01,490.0,date
323,ヨーロッパ計,2003-08-01,55489.0,date
324,英国,2003-08-01,18932.0,date
325,フランス,2003-08-01,7055.0,date
326,ドイツ,2003-08-01,7002.0,date
327,イタリア,2003-08-01,3137.0,date
328,ロシア,2003-08-01,3595.0,date
329,スペイン,2003-08-01,1667.0,date
330,スウェーデン,2003-08-01,1089.0,date
331,オランダ,2003-08-01,2093.0,date
332,スイス,2003-08-01,1209.0,date
333,ベルギー,2003-08-01,800.0,date
334,フィンランド,2003-08-01,794.0,date
335,ポーランド,2003-08-01,383.0,date
336,デンマーク,2003-08-01,738.0,date
337,ノルウェー,2003-08-01,505.0,date
338,オーストリア,2003-08-01,706.0,date
339,ポルトガル,2003-08-01,1998.0,date
340,アイルランド,2003-08-01,871.0,date
341,アフリカ計,2003-08-01,1580.0,date
342,北アメリカ計,2003-08-01,69798.0,date
343,米国,2003-08-01,55789.0,date
344,カナダ,2003-08-01,12661.0,date
345,メキシコ,2003-08-01,910.0,date
346,南アメリカ計,2003-08-01,1961.0,date
347,ブラジル,2003-08-01,975.0,date
348,オセアニア計,2003-08-01,17964.0,date
349,豪州,2003-08-01,14944.0,date
350,ニュージーランド,2003-08-01,2739.0,date
351,無国籍・その他,2003-08-01,154.0,date
352,総数,2003-09-01,457574.0,date
353,アジア計,2003-09-01,309704.0,date
354,韓国,2003-09-01,108468.0,date
355,中国,2003-09-01,47303.0,date
356,台湾,2003-09-01,81083.0,date
357,香港,2003-09-01,21047.0,date
358,タイ,2003-09-01,7115.0,date
359,シンガポール,2003-09-01,7396.0,date
360,マレーシア,2003-09-01,6636.0,date
361,インドネシア,2003-09-01,5378.0,date
362,フィリピン,2003-09-01,12074.0,date
363,ベトナム,2003-09-01,1956.0,date
364,インド,2003-09-01,4041.0,date
365,イスラエル,2003-09-01,976.0,date
366,トルコ,2003-09-01,894.0,date
367,ヨーロッパ計,2003-09-01,55581.0,date
368,英国,2003-09-01,15299.0,date
369,フランス,2003-09-01,7133.0,date
370,ドイツ,2003-09-01,8312.0,date
371,イタリア,2003-09-01,3019.0,date
372,ロシア,2003-09-01,3929.0,date
373,スペイン,2003-09-01,1570.0,date
374,スウェーデン,2003-09-01,1530.0,date
375,オランダ,2003-09-01,2299.0,date
376,スイス,2003-09-01,1626.0,date
377,ベルギー,2003-09-01,1027.0,date
378,フィンランド,2003-09-01,1108.0,date
379,ポーランド,2003-09-01,609.0,date
380,デンマーク,2003-09-01,964.0,date
381,ノルウェー,2003-09-01,671.0,date
382,オーストリア,2003-09-01,848.0,date
383,ポルトガル,2003-09-01,633.0,date
384,アイルランド,2003-09-01,884.0,date
385,アフリカ計,2003-09-01,2801.0,date
386,北アメリカ計,2003-09-01,65303.0,date
387,米国,2003-09-01,53957.0,date
388,カナダ,2003-09-01,9797.0,date
389,メキシコ,2003-09-01,1103.0,date
390,南アメリカ計,2003-09-01,2200.0,date
391,ブラジル,2003-09-01,1022.0,date
392,オセアニア計,2003-09-01,21843.0,date
393,豪州,2003-09-01,18008.0,date
394,ニュージーランド,2003-09-01,3532.0,date
395,無国籍・その他,2003-09-01,142.0,date
396,総数,2003-10-01,527859.0,date
397,アジア計,2003-10-01,354353.0,date
398,韓国,2003-10-01,127367.0,date
399,中国,2003-10-01,51007.0,date
400,台湾,2003-10-01,97833.0,date
401,香港,2003-10-01,18525.0,date
402,タイ,2003-10-01,12642.0,date
403,シンガポール,2003-10-01,8036.0,date
404,マレーシア,2003-10-01,7217.0,date
405,インドネシア,2003-10-01,5546.0,date
406,フィリピン,2003-10-01,12840.0,date
407,ベトナム,2003-10-01,1757.0,date
408,インド,2003-10-01,4221.0,date
409,イスラエル,2003-10-01,1186.0,date
410,トルコ,2003-10-01,673.0,date
411,ヨーロッパ計,2003-10-01,71164.0,date
412,英国,2003-10-01,19289.0,date
413,フランス,2003-10-01,8964.0,date
414,ドイツ,2003-10-01,11663.0,date
415,イタリア,2003-10-01,4420.0,date
416,ロシア,2003-10-01,4678.0,date
417,スペイン,2003-10-01,1979.0,date
418,スウェーデン,2003-10-01,2387.0,date
419,オランダ,2003-10-01,2979.0,date
420,スイス,2003-10-01,2167.0,date
421,ベルギー,2003-10-01,1310.0,date
422,フィンランド,2003-10-01,1326.0,date
423,ポーランド,2003-10-01,767.0,date
424,デンマーク,2003-10-01,1261.0,date
425,ノルウェー,2003-10-01,818.0,date
426,オーストリア,2003-10-01,1194.0,date
427,ポルトガル,2003-10-01,698.0,date
428,アイルランド,2003-10-01,1075.0,date
429,アフリカ計,2003-10-01,1716.0,date
430,北アメリカ計,2003-10-01,80223.0,date
431,米国,2003-10-01,66512.0,date
432,カナダ,2003-10-01,11528.0,date
433,メキシコ,2003-10-01,1493.0,date
434,南アメリカ計,2003-10-01,3015.0,date
435,ブラジル,2003-10-01,1432.0,date
436,オセアニア計,2003-10-01,17245.0,date
437,豪州,2003-10-01,14266.0,date
438,ニュージーランド,2003-10-01,2692.0,date
439,無国籍・その他,2003-10-01,143.0,date
440,総数,2003-11-01,444435.0,date
441,アジア計,2003-11-01,297603.0,date
442,韓国,2003-11-01,112975.0,date
443,中国,2003-11-01,42929.0,date
444,台湾,2003-11-01,71558.0,date
445,香港,2003-11-01,16266.0,date
446,タイ,2003-11-01,6527.0,date
447,シンガポール,2003-11-01,9642.0,date
448,マレーシア,2003-11-01,6825.0,date
449,インドネシア,2003-11-01,8256.0,date
450,フィリピン,2003-11-01,11373.0,date
451,ベトナム,2003-11-01,1655.0,date
452,インド,2003-11-01,4173.0,date
453,イスラエル,2003-11-01,1072.0,date
454,トルコ,2003-11-01,541.0,date
455,ヨーロッパ計,2003-11-01,60135.0,date
456,英国,2003-11-01,16857.0,date
457,フランス,2003-11-01,7882.0,date
458,ドイツ,2003-11-01,9189.0,date
459,イタリア,2003-11-01,3834.0,date
460,ロシア,2003-11-01,4830.0,date
461,スペイン,2003-11-01,1302.0,date
462,スウェーデン,2003-11-01,2003.0,date
463,オランダ,2003-11-01,2300.0,date
464,スイス,2003-11-01,1441.0,date
465,ベルギー,2003-11-01,1062.0,date
466,フィンランド,2003-11-01,966.0,date
467,ポーランド,2003-11-01,538.0,date
468,デンマーク,2003-11-01,1043.0,date
469,ノルウェー,2003-11-01,638.0,date
470,オーストリア,2003-11-01,972.0,date
471,ポルトガル,2003-11-01,580.0,date
472,アイルランド,2003-11-01,1071.0,date
473,アフリカ計,2003-11-01,1505.0,date
474,北アメリカ計,2003-11-01,68569.0,date
475,米国,2003-11-01,56670.0,date
476,カナダ,2003-11-01,10368.0,date
477,メキシコ,2003-11-01,1107.0,date
478,南アメリカ計,2003-11-01,2050.0,date
479,ブラジル,2003-11-01,915.0,date
480,オセアニア計,2003-11-01,14490.0,date
481,豪州,2003-11-01,12120.0,date
482,ニュージーランド,2003-11-01,2173.0,date
483,無国籍・その他,2003-11-01,83.0,date
484,総数,2003-12-01,418408.0,date
485,アジア計,2003-12-01,282617.0,date
486,韓国,2003-12-01,106689.0,date
487,中国,2003-12-01,32746.0,date
488,台湾,2003-12-01,59848.0,date
489,香港,2003-12-01,26685.0,date
490,タイ,2003-12-01,6852.0,date
491,シンガポール,2003-12-01,13320.0,date
492,マレーシア,2003-12-01,7520.0,date
493,インドネシア,2003-12-01,7210.0,date
494,フィリピン,2003-12-01,12029.0,date
495,ベトナム,2003-12-01,1126.0,date
496,インド,2003-12-01,3470.0,date
497,イスラエル,2003-12-01,721.0,date
498,トルコ,2003-12-01,406.0,date
499,ヨーロッパ計,2003-12-01,46798.0,date
500,英国,2003-12-01,14295.0,date
501,フランス,2003-12-01,6455.0,date
502,ドイツ,2003-12-01,5937.0,date
503,イタリア,2003-12-01,3470.0,date
504,ロシア,2003-12-01,3221.0,date
505,スペイン,2003-12-01,938.0,date
506,スウェーデン,2003-12-01,1628.0,date
507,オランダ,2003-12-01,1800.0,date
508,スイス,2003-12-01,1273.0,date
509,ベルギー,2003-12-01,752.0,date
510,フィンランド,2003-12-01,802.0,date
511,ポーランド,2003-12-01,281.0,date
512,デンマーク,2003-12-01,707.0,date
513,ノルウェー,2003-12-01,523.0,date
514,オーストリア,2003-12-01,615.0,date
515,ポルトガル,2003-12-01,809.0,date
516,アイルランド,2003-12-01,703.0,date
517,アフリカ計,2003-12-01,1009.0,date
518,北アメリカ計,2003-12-01,65628.0,date
519,米国,2003-12-01,52449.0,date
520,カナダ,2003-12-01,11871.0,date
521,メキシコ,2003-12-01,982.0,date
522,南アメリカ計,2003-12-01,3122.0,date
523,ブラジル,2003-12-01,1039.0,date
524,オセアニア計,2003-12-01,19153.0,date
525,豪州,2003-12-01,16395.0,date
526,ニュージーランド,2003-12-01,2527.0,date
527,無国籍・その他,2003-12-01,81.0,date
528,総数,2004-01-01,538334.0,date
529,アジア計,2004-01-01,394891.0,date
530,韓国,2004-01-01,164785.0,date
531,中国,2004-01-01,59645.0,date
532,台湾,2004-01-01,96786.0,date
533,香港,2004-01-01,29784.0,date
534,タイ,2004-01-01,5197.0,date
535,シンガポール,2004-01-01,6193.0,date
536,マレーシア,2004-01-01,5511.0,date
537,インドネシア,2004-01-01,4205.0,date
538,フィリピン,2004-01-01,12074.0,date
539,ベトナム,2004-01-01,1104.0,date
540,インド,2004-01-01,4365.0,date
541,イスラエル,2004-01-01,717.0,date
542,トルコ,2004-01-01,440.0,date
543,ヨーロッパ計,2004-01-01,52315.0,date
544,英国,2004-01-01,19024.0,date
545,フランス,2004-01-01,6396.0,date
546,ドイツ,2004-01-01,6910.0,date
547,イタリア,2004-01-01,2510.0,date
548,ロシア,2004-01-01,2996.0,date
549,スペイン,2004-01-01,1007.0,date
550,スウェーデン,2004-01-01,1538.0,date
551,オランダ,2004-01-01,2138.0,date
552,スイス,2004-01-01,1143.0,date
553,ベルギー,2004-01-01,742.0,date
554,フィンランド,2004-01-01,752.0,date
555,ポーランド,2004-01-01,381.0,date
556,デンマーク,2004-01-01,817.0,date
557,ノルウェー,2004-01-01,537.0,date
558,オーストリア,2004-01-01,790.0,date
559,ポルトガル,2004-01-01,894.0,date
560,アイルランド,2004-01-01,1072.0,date
561,アフリカ計,2004-01-01,1416.0,date
562,北アメリカ計,2004-01-01,67397.0,date
563,米国,2004-01-01,52463.0,date
564,カナダ,2004-01-01,13605.0,date
565,メキシコ,2004-01-01,972.0,date
566,南アメリカ計,2004-01-01,1868.0,date
567,ブラジル,2004-01-01,872.0,date
568,オセアニア計,2004-01-01,20355.0,date
569,豪州,2004-01-01,17096.0,date
570,ニュージーランド,2004-01-01,3030.0,date
571,無国籍・その他,2004-01-01,92.0,date
572,総数,2004-02-01,417519.0,date
573,アジア計,2004-02-01,292298.0,date
574,韓国,2004-02-01,142718.0,date
575,中国,2004-02-01,37906.0,date
576,台湾,2004-02-01,61701.0,date
577,香港,2004-02-01,12000.0,date
578,タイ,2004-02-01,5327.0,date
579,シンガポール,2004-02-01,4017.0,date
580,マレーシア,2004-02-01,3997.0,date
581,インドネシア,2004-02-01,3185.0,date
582,フィリピン,2004-02-01,10962.0,date
583,ベトナム,2004-02-01,1331.0,date
584,インド,2004-02-01,3715.0,date
585,イスラエル,2004-02-01,1020.0,date
586,トルコ,2004-02-01,509.0,date
587,ヨーロッパ計,2004-02-01,52016.0,date
588,英国,2004-02-01,15900.0,date
589,フランス,2004-02-01,6739.0,date
590,ドイツ,2004-02-01,8534.0,date
591,イタリア,2004-02-01,2698.0,date
592,ロシア,2004-02-01,3746.0,date
593,スペイン,2004-02-01,1114.0,date
594,スウェーデン,2004-02-01,1514.0,date
595,オランダ,2004-02-01,1880.0,date
596,スイス,2004-02-01,1408.0,date
597,ベルギー,2004-02-01,827.0,date
598,フィンランド,2004-02-01,921.0,date
599,ポーランド,2004-02-01,392.0,date
600,デンマーク,2004-02-01,843.0,date
601,ノルウェー,2004-02-01,636.0,date
602,オーストリア,2004-02-01,822.0,date
603,ポルトガル,2004-02-01,498.0,date
604,アイルランド,2004-02-01,794.0,date
605,アフリカ計,2004-02-01,1289.0,date
606,北アメリカ計,2004-02-01,57529.0,date
607,米国,2004-02-01,47464.0,date
608,カナダ,2004-02-01,8867.0,date
609,メキシコ,2004-02-01,864.0,date
610,南アメリカ計,2004-02-01,1599.0,date
611,ブラジル,2004-02-01,727.0,date
612,オセアニア計,2004-02-01,12725.0,date
613,豪州,2004-02-01,10610.0,date
614,ニュージーランド,2004-02-01,1931.0,date
615,無国籍・その他,2004-02-01,63.0,date
616,総数,2004-03-01,488778.0,date
617,アジア計,2004-03-01,323525.0,date
618,韓国,2004-03-01,112516.0,date
619,中国,2004-03-01,55370.0,date
620,台湾,2004-03-01,82940.0,date
621,香港,2004-03-01,16783.0,date
622,タイ,2004-03-01,12581.0,date
623,シンガポール,2004-03-01,6999.0,date
624,マレーシア,2004-03-01,7652.0,date
625,インドネシア,2004-03-01,3472.0,date
626,フィリピン,2004-03-01,13160.0,date
627,ベトナム,2004-03-01,1730.0,date
628,インド,2004-03-01,4113.0,date
629,イスラエル,2004-03-01,874.0,date
630,トルコ,2004-03-01,520.0,date
631,ヨーロッパ計,2004-03-01,61999.0,date
632,英国,2004-03-01,17374.0,date
633,フランス,2004-03-01,7979.0,date
634,ドイツ,2004-03-01,10799.0,date
635,イタリア,2004-03-01,3279.0,date
636,ロシア,2004-03-01,4775.0,date
637,スペイン,2004-03-01,1379.0,date
638,スウェーデン,2004-03-01,2063.0,date
639,オランダ,2004-03-01,2398.0,date
640,スイス,2004-03-01,1610.0,date
641,ベルギー,2004-03-01,1048.0,date
642,フィンランド,2004-03-01,1114.0,date
643,ポーランド,2004-03-01,461.0,date
644,デンマーク,2004-03-01,1000.0,date
645,ノルウェー,2004-03-01,815.0,date
646,オーストリア,2004-03-01,1030.0,date
647,ポルトガル,2004-03-01,553.0,date
648,アイルランド,2004-03-01,989.0,date
649,アフリカ計,2004-03-01,1593.0,date
650,北アメリカ計,2004-03-01,82789.0,date
651,米国,2004-03-01,68709.0,date
652,カナダ,2004-03-01,12250.0,date
653,メキシコ,2004-03-01,1391.0,date
654,南アメリカ計,2004-03-01,2109.0,date
655,ブラジル,2004-03-01,999.0,date
656,オセアニア計,2004-03-01,16695.0,date
